ID,Timestamp,Tweet Url,Group,Collector,Category,Topic,Keywords,Account Handle,Account Name,Account Bio,Account Type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date Posted,Content Type,Likes,Replies,Retweets,Quote Tweets,Reasoning,Remarks
12-128,18/04/2023 22:30,https://twitter.com/petmalusumapak/status/1309852118979805184,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""virus gawa china""",@petmalusumapak,change💪🏽,No bio,1,2011-12,116,11,"Central Luzon, Republic of the",@ABSCBNNews @DZMMTeleRadyo LECHE!!! DAPAT YAN SA  CHINA GYERAHIN SILA MAY GAWA NITO VIRUS!!! POTA!!!,No translation,"Text, Reply",26/09/2020 21:47,1,2,0,1,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No bio
12-129,04/06/2023 16:03,https://twitter.com/KarlCarandang_/status/1246096950622949376,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""china gumawa veerus""",@karlcarandang_,karl,nugii || BS ECE || AB Comms,1,2012-04,408,680,downtown x lanross,"TANGINA. CHINA HINDI PREPARED, EH SILA GUMAWA NG VEERUS NA YAN EH",No translation,"Text, Reply",04/03/2020 23:27,1,1,0,1,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No remarks
12-130,04/06/2023 16:03,https://twitter.com/MiggyHanDel/status/1242610474484523009,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""china gawa veerus""",@miggyhandel,§uper Ginger,"Einigkeit und Recht und Freiheit, für das deutsche Vaterland!",0,2013-05,184,35,"Central Luzon, Republic of the","At ano na naman ‘tong bagong ‘veerus’ na galing na naman sa China? HANTAVIRUS. Sige China, gawa pa kayong maramin virus.","And what about the new 'veerus' that came from China? HANTAVIRUS. Come on China, you still have a lot of viruses.",Text,25/03/2020 8:33,1,2,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No remarks
12-131,04/06/2023 16:03,https://twitter.com/Ju_anNotHuwan/status/1248204164045213696,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""china gawa veerus""",@ju_annothuwan,Juan,"Twitter locked my original account, but here I am.",0,2018-09,20,26,No location,Yung pinaka nakakainis yung mga sinasabing China numbah one. Numbah 1 saan? Sa pag gawa ng veerus?,The most annoying are the ones who say China is numbah one. Numb 1 where? In the making of veerus?,Text,04/09/2020 19:00,1,0,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location
12-132,04/06/2023 16:03,https://twitter.com/mightykite/status/1426377658707832840,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""china gawa veerus""",@mightykite,Mighty Kite,employee,0,2012-04,256,59,"Calamba, Laguna Philippines",Tsk tsk tsk…. Mahinang klase na ang mahal pa… mayaman na Tsina lalo nyan sa ginawa nilang veerus gumawa pa sila napakamahal na vaccine. Si PDuts mukhang veerus,Tsk tsk tsk…. It's poor class that's expensive... rich China especially because they made veerus they even made a very expensive vaccine. PDuts looks like veerus,"Text, Reply",14/08/2021 10:58,1,0,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No remarks
12-133,04/06/2023 16:03,https://twitter.com/franz_fms/status/1378931061455904771,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""china gawa veerus""",@franz_fms,🇵🇭🇯🇵Francis 프란시스 フランス,No bio,1,2009-06,5034,1631,"Muntinlupa, NCR, 🇵🇭",Ang main goal talaga ng Tsina is to rule the world. Tingnan niyo majority owned na tayo ng Tsina dahil sila gunagawa ng veerus na yan and nagka pandemic. Tapos bulag-bulagan pa itong ibang tao. HHHAAAAAYYYYS KALOKA!,"China's main goal is to rule the world.
Look, we are now majority owned by China because they created that veerus and caused a pandemic.
Then this other person is still blind.
HHHAAAAAYYYYS SCARY!",Text,04/05/2021 12:42,1,2,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No remarks
12-134,04/06/2023 16:03,https://twitter.com/_jljvr/status/1244633061200809985,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""china gawa veerus""",@_jljvr,javi brain rot era,"med student sa umaga, med student pa rin sa gabi pero pagod nga lang",0,2011-09,1158,785,No location,@sofiesticatedxx pero ginawa talaga nila yung veerus na yun e,but they really made that veerus e,"Text, Reply",30/03/2020 22:30,1,0,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location
12-135,04/06/2023 16:03,https://twitter.com/teej713/status/1257250468385812481,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""china gawa veerus""",@teej713,TGS,Batangan. Fake people Up yours,1,2011-10,552,69,Batangas/ Quezon City,@pepcpam Kaya nga idol din nyan mga beho ganun din gawain nila. Ginawa nila covid tapos gumagawa ng gamot panlaban sa veerus tas pag nagtagumpay bebenta na nila sa buong mundo. Profit. Galing. Na nyo,"That's why the behos are also idols, that's how they work. They made covid and then made an anti-veerus medicine and when they succeeded they would sell it all over the world. Profit. Awesome. Here you go","Text, Reply",05/04/2020 18:07,1,0,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No remarks
12-136,04/06/2023 16:03,https://twitter.com/lynbagsik/status/1349853519663120385,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""china gawa veerus""",@lynbagsik,lyn bagsik,No bio,0,2011-01,152,33,Philippines,Bright talaga. Gumawa sila ng veerus tapos nagbenta ng vaccine na mahal 💉,Really bright. They made veerus and then sold an expensive vaccine 💉,"Text, Reply",15/01/2021 6:58,1,0,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No bio
12-137,04/06/2023 16:03,https://twitter.com/acefairymage/status/1221064072021463042,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""china gawa veerus""",@acefairymage,alma,government worker,0,2011-08,478,130,BOHOL,China made the virus. China makes the vaccines. China gets the money.,No translation,"Text, Reply",25/01/2020 21:35,0,0,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No translation
12-138,04/06/2023 16:03,https://twitter.com/HenryFranz12/status/1232164022880886788,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""china gawa veerus""",@henryfranz12,Henry Franz,"Retired military,independent not a sheep",0,2018-10,554,252,"Republic of the Philippines, From Texas, retired","REALLY,WE LET THEM IN AND LOOSE CONTAINMENT,REALLY,WHY DID WE NOT KEEP THEM OUT TILL CURRED,BECAUS OUR GOVERNMENT WANTS TO KIKK US OFF TO MORONS,W.T.F.U. ITS PEOPLE CONTROL,WORLD WIDE AND CHINA MADE IT HAPPEN,THEY MADE THE VIRUS.",No translation,"Text, Reply",25/02/2020 12:42,1,0,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No translation
12-139,04/06/2023 16:03,https://twitter.com/eros_gianan/status/1398543069008465921,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""china gawa veerus""",@eros_gianan,𝚛𝚊𝚗𝚝𝚎𝚛.𝚙𝚑,🅘︎ 🅚︎🅝︎🅞︎🅦︎ 🅝︎🅞︎🅣︎🅗︎🅘︎🅝︎🅖︎,0,2010-06,944,1308,Republic of the Philippines,"Sa lahat ng China made product ang masasabi lang natin top of the line ang quality ay ang ""Wuhan"" virus aka Covid 19.","Of all China made products, the only thing we can say is top of the line quality is the ""Wuhan"" virus aka Covid 19.",Text,29/05/2021 15:33,1,4,0,0,1,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No remarks
12-140,04/06/2023 16:03,https://twitter.com/DakilaGeronimo/status/1250032398483574784,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""china gawa veerus""",@dakilageronimo,JD Alpha,🇵🇭,1,2009-07,575,247,Dxb,Never ko kakalimutan hangang sa kaapo apuhan ko na etong corona virus ay galing at gawang CHINA!And i will only call it the China virus or CCP (china communist party) virus! Tag nyo na kong racist wla ako pakialam! At taena mo pa rin Duterte sa patuloy na pagsamba mo sa china! 😡,"I will never forget until my grandchild that this corona virus is from and made in CHINA! And I will only call it the China virus or CCP (china communist party) virus! Tag me racist, I don't care! And you still have Duterte for your continued worship of China! 😡","Text, Reply",14/04/2020 20:05,1,0,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",Invalid location
12-141,05/06/2023 18:06,https://twitter.com/dar_darby_daryo/status/1268432757954207744,12,"Flores, Angela Nicole",HLTH,China/Chinese people created COVID-19,"""china gawa veerus""",@dar_darby_daryo,Daryo,PUHON!,0,2015-03,598,611,No location,"Minsan na nga lang may tatagal na gawang China, virus pa!","Once in a while something made in China will last, even a virus!",Text,06/04/2020 14:41,1,4,0,0,1,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location
12-142,05/06/2023 18:06,https://twitter.com/changyuen14/status/1306566114747457542,12,"Flores, Angela Nicole",HLTH,China/Chinese people created COVID-19,"""china gawa veerus""",@changyuen14,chang yuen zhou,...i love my own my native land...PHILIPPINES my PHILIPPINES...onward to greatness!...,0,2015-08,4864,2186,San Fernando City,"@m_adelie ...pag bili kc natin ng facemask, face shield, PPE, plastic sheets, ruler, measuring tapes etc ay alalahanin nating lahat na ang mga iyan gawang tsina lahat kay monopolisado talaga ng mga beho kasama ang china virus na created din nila...","...when we buy facemasks, face shields, PPE, plastic sheets, rulers, measuring tapes etc, let's all remember that those are all made in China because they are really monopolized by the behos along with the china virus that they also created.. .","Text, Reply",17/09/2020 20:10,0,2,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No remarks
12-143,05/06/2023 18:06,https://twitter.com/xopcrlen/status/1239151143927705600,12,"Flores, Angela Nicole",HLTH,China/Chinese people created COVID-19,"""china gawa veerus""",@xopcrlen,ポーリン 🤍,"sometimes , the only one you can trust is yourself             MYLITTLEPS♥️",0,2019-10,102,9,No location,Covid-19 ang nagpatunay na hindi lahat ng gawang china ay madaling masira.,Covid-19 proved that not everything made in china is easily destroyed.,Text,15/03/2020 19:27,1,0,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location
12-144,05/06/2023 18:06,https://twitter.com/thegersonraven/status/1279025494999040000,12,"Flores, Angela Nicole",HLTH,China/Chinese people created COVID-19,"""china gawa veerus""",@thegersonraven,gerson raven,road manager (RAS) | makeup artist | photographer | sining | tumateatro | Instagram: thegersonraven 💯,0,2013-08,711,1836,Doon,"Ganun kaloyal ang administrasyon, hindi nila kayang sugpuin ang COVID, kasi nga gawang China.","The administration is so disloyal, they can't suppress COVID, because it's made in China.",Text,07/03/2020 20:13,1,0,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",Invalid location
12-145,05/06/2023 18:06,https://twitter.com/ValirieQuinsay/status/1238470400440295424,12,"Flores, Angela Nicole",HLTH,China/Chinese people created COVID-19,"""china gawa veerus""",@valiriequinsay,valirie,Makeup Artist and Makeup Addict,0,2016-07,225,84,"Urdaneta City, Ilocos Region",Ngayon nyo sabihin na mahina ang gawang china! #Covid_19 #lockdown,Now tell me that china is weak! #Covid_19 #lockdown,Text,13/03/2020 22:22,1,1,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No remarks
12-146,05/06/2023 18:06,https://twitter.com/miguelcmtn/status/1251438167204360192,12,"Flores, Angela Nicole",HLTH,China/Chinese people created COVID-19,"""china gawa veerus""",@miguelcmtn,𝙢𝙞𝙜𝙪𝙚𝙡,IE,0,2013-08,295,450,No location,Tanginang covid-19 yan. Eto lang ata ang gawang china na nag tagal eh😴,It's just covid-19. This is the only thing made in China that has been around for a long time 😴,Text,18/04/2020 17:11,1,17,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location
12-147,05/06/2023 18:06,https://twitter.com/jeromeroni12/status/1276592648308969472,12,"Flores, Angela Nicole",HLTH,China/Chinese people created COVID-19,"""china gawa veerus""",@jeromeroni12,Rome Trese.,🔰,0,2016-12,584,351,No location,Sa dinami ng gawang Tsina bakit ba covid pa pinakamatibay..........,"With the power of China, why is covid still the strongest..........",Text,27/06/2020 3:06,1,0,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location
12-148,05/06/2023 18:06,https://twitter.com/JaeDCtheMC/status/1257974336708722688,12,"Flores, Angela Nicole",HLTH,China/Chinese people created COVID-19,"""china gawa veerus""",@jaedcthemc,JÆ freakin' DC,#HypeTheWorld #HypemanInc #FuccboiSlayer #LunaticMC #ButNotStupid #KontrabandoMan #FuckBidaBida,0,2011-09,141,45,Lunatic City,"Maling Mali yung panggigipit ng NTC sa ABS-CBN. 11,000 people ang mawawalan ng trabaho sa gitna puñetang COVID-19 na gawang Tsina!","NTC's pressure on ABS-CBN is wrong. 11,000 people will lose their jobs in the middle of the Chinese-made COVID-19 pandemic!",Text,05/06/2020 18:03,1,0,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",Invalid location
12-149,05/06/2023 18:06,https://twitter.com/changyuen14/status/1254025883582558209,12,"Flores, Angela Nicole",HLTH,China/Chinese people created COVID-19,"""china gawa veerus""",@changyuen14,chang yuen zhou,...i love my own my native land...PHILIPPINES my PHILIPPINES...onward to greatness!...,0,2015-08,4864,2186,San Fernando City,...songs are made to rejoice and to feel happy for what is going on...pero TIRIK NA ANG MGA MATA NG MGA PILIPINO SA GUTOM...KIMKIM ANG TAKOT NG MGA PILIPINO SA PESTENG COVID 19 na gawang TSINA...isa isangtabi mo muna yan IMELDA. MAKIDALAMHATI KA SA AMIN..,...songs are made to rejoice and to feel happy for what is going on...but THE EYES OF THE FILIPINOS ARE STARVED IN HUNGER...THE FEAR OF THE FILIPINOS IS KEPT ON THE PEST COVID 19 MADE IN CHINA... put that aside IMELDA. SORRY WITH US..,"Text, Reply",25/04/2020 20:34,1,3,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No remarks
12-150,05/06/2023 18:06,https://twitter.com/tedpylon/status/1288315646741057536?s=46&t=JmMLm83Sp5kkSRFjYH14FA,12,"Flores, Angela Nicole",HLTH,China/Chinese people created COVID-20,"""china gawa veerus""",@tedpylon,Ted Pylon,"Attached to nothing, connected to everything.",1,2013-03,79,91400,No location,@thePJJP Pambili raw ng vaccine na gawa ng China laban sa veerus na galing din sa kanila. Haha,It is said to buy a vaccine made by China against veerus which is also from them. Haha,"Text, Reply",29/07/2020 11:29,1,3,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location
Dec-32,24/02/2023 7:16,https://twitter.com/mertinsantos/status/1457342071627411459,12,"Flores, Angela Nicole",HLTH,China/Chinese people created COVID-19,"""virus gawa china""",@mertinsantos,mertin santos,I want a donut,0,2013-08,4790,1293,Manila,"@kalakumag @143SunnyDelight Ang sabi ng Tsina kung saan daw ito nag umpisa ay BINATO lang daw sa kanila ang virus.

Ang sabi naman ng USA ay China virus daw ito at dahil sa kapabayaan ay lumigwak.

Ang sabi ng WHO ay hindi daw nila alam kung saan galing.

Ang sabi ng kutsero gawa daw nila both.

Ewan ko?","China says where it started is that the virus was just THROWN at them.

The USA says that it is a Chinese virus and because of negligence it spread.

The WHO said they don't know where it came from.

The coachman said they both did it.

I do not know?","Text, Reply",11/07/2021 21:40,1,2,1,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No remarks
Dec-33,24/02/2023 7:16,https://twitter.com/Clivedwilson/status/1474061053331914763,12,"Flores, Angela Nicole",HLTH,China/Chinese people created COVID-19,"""virus gawa china""",@clivedwilson,Clive Wilson,just another one stealing the youths of today oldies of tomorrows future,1,2012-01,44,92,near bristol,"@Ian_gawa @SkyNews Strange you missed out where this killer virus came from
It came from the CCP virology laboratories in Wuhan China",No translation,"Text, Reply",23/12/2021 0:55,1,0,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No translation
Dec-41,26/02/2023 19:13,https://twitter.com/meowmoew00/status/1384517592304414725,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""covid gawa sa china""",@meowmoew00,🐱,No bio,1,2021-04,3,1,No location,"nag simula ang lahat dahil sa covid na yan kaya nag kakagulo ang lahat,gawa tlga ng china yan pra ma invade nila ang mga isla sa palawan..","Everything started due to Covid, causing a lot of chaos. Covid was really made by China so they could invade Palawan","Text, Reply",20/04/2021 22:41,1,0,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location
Dec-42,26/02/2023 19:13,https://twitter.com/rainbow06406065/status/1376986626425905153,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""covid gawa sa china""",@rainbow06406065,rainbow,Greatest faith,1,2020-12,1059,558,No location,Kawawa mga Asians pinag iinitan sa ibang bansa dahil sa COVID-19 na to na gawa ng satanic evil na China. Damay lahat. Dapat sana tong mga ambassador na mga tsikwa ang pagbubugbugin.,"I feel bad for Asians who're getting flamed by other countries due to Covid which was made by the satanic evil China. Because of this, everyone was affected. These Chinese ambassadors should be beaten up.","Text, Reply",31/03/2021 3:56,1,4,0,1,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location
Dec-43,26/02/2023 19:13,https://twitter.com/leisbeth_recto/status/1352744847271104513,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""covid gawa sa china""",@leisbeth_recto,Leisbeth Recto,"Good leaders sacrifice for others to survive. Bad leaders sacrifice others to survive.
",0,2017-09,2077,8651,Philippines,"Ang Covid-19 virus na ngayon ay patuloy na kumikitil sa milyong-milyong buhay ay nagmula daw sa China.

Kaya bakit natin pagkakatiwalaan ang kanilang bakuna laban sa virus na sila rin nman ang may gawa?

Esep-esep.","The Covid virus today that continues to take the lives of millions of people is said to have originated from China. Thus, why would we trust a Chinese vaccine when they [Chinese] were the ones who created the virus? Think again.",Text,23/01/2021 6:27,1,82,1,10,2,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No remarks
Dec-44,26/02/2023 19:13,https://twitter.com/AveryAl21657283/status/1337848866184392705,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""covid gawa sa china""",@averyal21657283,Avery Allen,Dance💗💗,1,2020-11,26,0,No location,"Pinaka matagal at malaking gawa sa china......
Yung
Covid-19😂😂😂✌",Covid is the longest-standing and biggest thing created by China 😂😂😂✌,Text,13/12/2020 3:56,1,1,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location
Dec-45,26/02/2023 19:13,https://twitter.com/itscarlclemente/status/1314118810404749312,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""covid gawa sa china""",@itscarlclemente,The Bekilor & His Designated Drama,"When I was a kid, I wanted to be a superhero. Now, I just want to be a kid again.
",0,2010-10,244,796,The QC,"Dear, made in China. ((Then again, ang Covid dun din gawa at hayop sa tibay.))","Dear, made in China. ((Then again, Covid was made there too and is insanely strong.))","Text, Reply",10/08/2020 16:21,1,1,1,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No remarks
Dec-46,26/02/2023 19:13,https://twitter.com/babybea59211498/status/1306892113708158976,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""covid gawa sa china""",@babybea59211498,babybear,loving caring passionate  smart cuddly  ur baby na virgin pa...  health advocate...  a friend who will ve wu tru tik n tin,1,2020-03,2467,602,No location,kaso mo malakas backer China... china lang naman nghasik ng covid sa mundo... angas diba... papatayin nya ties with EU at babaligtarin ang kwento... ang pagdurusa ng pinoy ang may gawa.... EU .. diba ang galing baligtarin ang kabutihan katotohanan... iba gumalaw ang kasamaaan,"The issue is China is strong, they made Covid. Cool, right? They'll cut ties with EU and change the story. EU made the suffering of Filipinos. Isn't it amazing how they turn the story around? Evil moves in a different way.","Text, Reply",18/09/2020 17:45,1,0,0,0,0,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location
