ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,Reviewer,Review
12-69,31/03/2023 01:16:00,https://twitter.com/flourescent18/status/1274117322140082176,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""covid gumawa china""",@flourescent18,flourescent,knowbetter,Anonymous,04/2020,234,2,,"@cnnphilippines covid-19 test kits will only prove futile when it is made in CHINA. ""HINDI NA TAYO NATUTO! CHINA NA ANG GUMAWA NG CHINESE VIRUS COVID-19,SIYA PA RIN ANG NAGKAPERA. PINOYS LOOK STUPID!","The COVID-19 test kits made in China will only be useless, we haven't learned our lesson! China made the Chinese virus COVID-19 and they still profited from it. Filipinos look stupid!","Text, Reply",20/06/2020 07:10:00,,Emotional,0,0,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location,,
12-70,31/03/2023 01:16:00,https://twitter.com/jaydra17/status/1267515149692239873,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""covid gumawa china""",@jaydra17,Jaydra,Actors & Actresses Arts & Culture Classic Rock Dance/Electronic Cute animals Design & Architecture Entertainment Fashion & Beauty Fitness Government & Politics,Anonymous,04/2016,184,26,"Marikina City, National Capital Region",Sinadya ng China na gumawa ng covid virus para mabenta mga production nila? Kumita nanaman ang China dahil online na raw ang schooling ng mga bata.,China intentionally made the COVID virus so that their products will sell? China profited again because schools are now online for children,Text,02/06/2020 1:55:00,,Emotional,0,0,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",,,
12-71,31/03/2023 01:16:00,https://twitter.com/KyleBurke0169/status/1299567676424163330,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""covid gumawa china""",@KyleBurke0169,Kyle Burke,Nothing much in life. Cool dude. Chill,Identified,12/2018,325,159,"Ketchikan, Alaska","@TrillanesSonny Sonny, pls e siwalat mo na kung anong ginawa mo sa china. Kasama kaba sa gumawa ng covid or kasama ka sa pag benta. Sabihin mo na before matapos ang mundo. 🤯🤯🤯","@TrillanesSonny Sonny, please reveal what you did in China. Were you involved in creating COVID or selling it? Tell us before the world ends. 🤯🤯🤯","Text, Reply",29/08/2020 12:40:00,,Emotional,0,0,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",,,
12-83,02/04/2023 20:42:00,https://twitter.com/Ongers24/status/1259898736806789125,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""virus gawa intsik""",@Ongers24,Name cannot be bl nk,always be kind,Anonymous,10/2018,504,326,limasawa street,"pwede na siguro yan, alay niyo sa intsik para maka gawa ulit ng virus tangina nila https://t.co/u26HV9Xcdx","That might probably suffice, offer it to the Chinese to be able to make another virus, fuck them https://t.co/u26HV9Xcdx","Text, Image",12/05/2020 1:30:00,,Emotional,8,2,0,1,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",,,
12-84,02/04/2023 20:42:00,https://twitter.com/Bikoyski_/status/1222854285077016577,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""virus gawa china""",@Bikoyski_,Arvie Genesis Cinco,"Dude, suckin’ at something is the first step to being sorta good at something.",Identified,12/2010,102,14,,"@cheesecakeula Failed.🤦...umasa na lang tayo na dahil gawa sa China ang Virus ,hindi ito magtatagal.","@cheesecakeula Failed.🤦... Let's just hope that since the virus was made in China, it won't last long","Text, Reply",30/1/2020 20:09:00,,Emotional,0,0,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location,,
12-85,02/04/2023 20:42:00,https://twitter.com/Ajie_Mndz/status/1244301585875783688,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""virus gawa china""",@Ajie_Mndz,AJI-NO-MOTO,"motivate your self, don't listen to those person who only see your mistake.",Identified,08/2019,185,148,"Tanauan City, Calabarzon","@ortizjoanerika Actually hindi talaga sa paniki galing ang virus. Gawa ng china ang virus para mabawasan ang population nila dahil over populated na sila, bago nila hat gawin ang virus may gamot na agad silang ginawa para sa virus. Nakakalungkot kasi ang dami nang namatay ee.","@ortizjoanerika Actually, the virus did not really come from bats. China made the virus to reduce their population since they are already overpopulated. Before they made the virus, they already had a cure for it. It's sad because a lot of people have already died.","Text, Reply",30/03/2020 00:33:00,,Emotional,0,1,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",,,
12-86,02/04/2023 20:42:00,https://twitter.com/khaaateeeyy/status/1243388251236225024,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""virus gawa china""",@khaaateeeyy,kitkat,"aim high, fly high✈

ka•i•ros",Identified,03/2016,298,590,👩‍✈️✈,"luhh eto pala ung sinasabi ni papa kagabi,, na gawa lang ng china ung virus.","Looks like this is what my father was talking about last night, that the virus was only made by China.","Text, Reply",27/03/2020 12:03:00,,Emotional,0,0,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",Invalid location,,
12-87,02/04/2023 20:42:00,https://twitter.com/ANNYoneButMe/status/1243182129590091776,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""covid ginawa china""",@ANNYoneButMe,Anny,"FYI, I DON’T READ REPLIES 😂😜",Anonymous,5/2012,0,43,somewhere over the rainbow,Yep napanood ko yan noon na pwede pala gawin ang ganun for terrorism  kaya nung pumutok ang covid ginoogle ko agad ay kung man made yung covid. May article na lumabas ah na ginawa ang covid ng china para sa mga tao sa HK para mapasunod sila pero aksidente daw nabasag sa wuhan,"Yes, I saw that before that it's possible to create something like that for terrorism. That's why when COVID broke out, I immediately googled if it's man-made. There was an article that came out saying that China made the COVID for the people in HK to comply, but it accidentally leaked out in Wuhan.","Text, Reply",26/03/2020 22:24:00,,Rational,3,0,0,1,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",Invalid location,,
12-88,02/04/2023 20:42:00,https://twitter.com/Jimjuliandc/status/1243148822454263808,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""virus gawa china""",@Jimjuliandc,uyan,,Identified,04/2018,192,242,,Planado ata talaga ang pag gawa sa virus taena mo china!,"It seems like the making of the virus was really planned, damn you China!",Text,26/03/2020 20:12:00,,Emotional,1,0,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location,,
12-89,02/04/2023 20:42:00,https://twitter.com/iamajashton/status/1242400153769664514,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""virus gawa china""",@iamajashton,ashton 👑,i'm a nice person but this world is turning me cold ✈️🇸🇬🇲🇾🇹🇭🇻🇳🇰🇷,Identified,11/2015,5954,9545,,"Na pakana lahat to ng china? Sa kanila nagmula yung virus, tapos ngayon zero na yung cases nila? Agad agad? So nasa kanila yung cure. Kasi sila ang may gawa ng virus. ✌🏻🥺","Did China plan all of this? The virus came from them, and now they have zero cases? So the cure must be with them because they made the virus. ✌🏻🥺",Text,24/03/2020 18:37:00,,Emotional,10,1,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location,,
12-90,02/04/2023 20:42:00,https://twitter.com/AlipinNiLalisa/status/1242388867698683904,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""virus gawa china""",@AlipinNiLalisa,.,"MY DEAR LISAPOO ----JennieKim2020                                   I love you 3270💛
@blairxrose",Anonymous,06/2017,187,998,Siopao,Taena namaaaaan CHINA!!!! Hindi pa kami tapos makipag laban sa Covid-19 na gawa nyo tapos meron na agad kayong baging virus? Hantanvirus? Jusko!!! https://t.co/VDaTggMmUs,"Damn CHINA!!!! We haven't even finished fighting against the Covid-19 virus that you created, and now you have a new virus? Hantavirus? Oh my God!!! https://t.co/VDaTggMmUs","Text, Image",24/03/2020 15:52:00,,Emotional,0,1,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",Invalid location,,
12-91,02/04/2023 20:42:00,https://twitter.com/rcrysjmnz/status/1242300416764739584,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""virus gawa china""",@rcrysjmnz,tong,⚖️,Identified,03/2020,95,71,,"sa lahat ng gawa ng China, virus lang nagtagal","Of all the things made in China, only the virus lasted.",Text,24/03/2020 12:01:00,,Emotional,3,0,0,1,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location,,
12-92,02/04/2023 20:42:00,https://twitter.com/joanzmonato/status/1241618676878651394,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""virus gawa china""",@joanzmonato,Joan Monato,,Identified,03/2017,113,12,,@MrsGaemHyuk Ay iwan Basta Alam k dyan gawa Ng demonyong china Ang virus n Yan...parang Bala lng Yan  kng d k iiwas at magtago  yari k...bka nga Ang Alam lng n GOD tulungan tau s kademonyuhan Ng china at Ng mga kaanib Ng ccp...jijiji,"h never mind. But just so you know, that virus was made by the demonic China. It's like a bullet, if you don't avoid and hide from it, you're done for. Maybe only GOD knows how to help us against the evilness of China and the CCP allies. Hahaha.","Text, Reply",22/03/2020 14:52:15,,Emotional,0,1,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location,,
12-93,02/04/2023 20:42:00,https://twitter.com/wassupcyrone/status/1239438281504223234,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""virus gawa china""",@wassupcyrone,jon,,Identified,01/2018,208,309,ashton,"Sa lahat ng made in china, bakit yung virus pa pinaka matibay na gawa.","Why is it that among all the things made in China, the virus is the most resilient?",Text,16/03/2020 14:28:00,,Emotional,0,0,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",Invalid location,,
12-94,02/04/2023 20:42:00,https://twitter.com/YordanZyra/status/1238133376046882816,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""virus gawa china""",@YordanZyra,zyra yordan,Sapat na,Identified,01/2020,173,6,,@gmanews @stateofdnation Baki ba na uso ang corona virus    e2y nakakamatay  gawa ng china,Why is the Corona Virus spreading? It's deadly and made by China,"Text, Reply",12/03/2020 0:02:00,,Emotional,0,0,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location,,
12-95,02/04/2023 20:42:00,https://twitter.com/aeronimogel/status/1237603776803954688,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""virus gawa china""",@aeronimogel,kerubin,am·bi·vert,Anonymous,04/2014,358,442,"Tarlac City, Central Luzon",Palagay ko di naman talaga galing sa hayop yung corona virus eh 🤔 gawa mismo ng china yun,"I think the Corona Virus didn't really come from animals, it was made by China itself. 🤔",Text,11/03/2020 12:58:00,,Emotional,0,0,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",,,
12-96,02/04/2023 20:42:00,https://twitter.com/iamissdada/status/1235237893423026176,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""virus gawa china""",@iamissdada,darilyn dogayo,Ambivert. Coffee junkie. Book hoarder. Forever 4'11.,Identified,06/2011,519,122,Republic of the Philippines,"Oh ito ha... sinasabi ko na ‘to sa friends ko. Malakas kutob ko, yang Corona Virus, gawa ng China. Kutob ko lang naman. Pero gets? Hahaha",Listen to this...I've been telling my friends about this. I have a strong feeling that the Corona Virus was made by China. It's just a hunch though. But do you get what I mean? Hahaha.,Text,05/03/2020 0:17:00,,Emotional,0,0,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",,,
12-97,02/04/2023 20:42:00,https://twitter.com/Japstup1/status/1254066486320087041,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""virus gawa china""",@Japstup1,japstup_1580,,Identified,09/2018,52,22,"Cauayan City, Cagayan Valley",@ABSCBNNews salamat daw sa bigayng 🇨🇳 china?salamat sa virus na gawa nila🤮🤮🤮 insulto yang kantang yan sa bansa,@ABSCBNNews They say thanks for China's gift? Thanks for the virus they created 🤮🤮🤮 That song is an insult to the country.,"Text, Reply",25/04/2020 23:15:00,,Emotional,0,0,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",,,
12-98,02/04/2023 20:42:00,https://twitter.com/Rachet1971/status/1250713734420430850,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""virus gawa china""",@Rachet1971,DonJulio,,Anonymous,11/2012,26,1,,"@cnnphilippines Gawa ng china ang virus,china din ang gagawa ng antidote,ibibigay sa pilipinas,kapalit nyan,west phil sea..","China made the virus, China will also make the antidote and give it to the Philippines in exchange for the West Philippine Sea.","Text, Reply",16/04/2020 17:12:00,,Emotional,0,0,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location,,
12-99,02/04/2023 20:42:00,https://twitter.com/johnnraymundo/status/1249854344414916608,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""virus gawa china""",@johnnraymundo,John ジ,Hello bitches • My twitter my rules • Determine your priorities and focus on them 🌷🏳️‍🌈❤✨,Identified,12/2018,3156,3918,Republic of the Philippines,HAHAHAHA walang problema? Juskooooo! Napakalaki na ng Problema ng bansang Pilipinas gawa ng VIRUS made in China tapos ikaw magsusumiksik ka pa sa China HAHAHAHAHA juskoooo!!!,"HAHAHAHA, no problem? Oh my God! The Philippines already has a huge problem because of the virus made in China, and yet you're still trying to squeeze yourself into China. Oh my God!","Text, Reply",14/04/2020 08:17:00,,Emotional,1,0,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",,,
12-100,02/04/2023 20:42:00,https://twitter.com/splendidgriffin/status/1249813390039470080,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""virus gawa china""",@splendidgriffin,splendid griffin,velle est posse,Anonymous,05/2009,708,109,,"@ABSCBNNews Yung virus, gawa ng China, galing China. 🤨",@ABSCBNNews the virus was made by China and came from China. 🤨,"Text, Reply",14/04/2020 05:35:00,,Emotional,40,0,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location,,
12-101,02/04/2023 20:42:00,https://twitter.com/marinellelotado/status/1249742377679388684,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""virus gawa china""",@marinellelotado,C A R E L E S S ☁,"Wannable ♡ EXO-L

 JaDine Fan 03-15-14⚓ 

|The Vamps| JUANISTA ~LA ARMY ~ DONNY ♡ ADIE 💙 F4 Thailand 🌠 TU🌻 Bright☀️ Dew🍃 Win✨ Nani😎 Ohm 🫶 Nanon 🌟 Prim 💫",Identified,10/2013,353,590,Republic of the Philippines,Hindi ko lang talaga maintindihan ngayon na napatunayan na gawa yung virus sa lab sa china bakit friends pa din ang bansa natin at bansa nila.,It's just hard for me to understand why our country is still friends with China even though it has been proven that the virus was made in a lab there.,Text,13/04/2020 00:52:00,,Emotional,0,0,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",,,
12-102,02/04/2023 20:42:00,https://twitter.com/debbiebuu/status/1249706526551363584,12,"Sabado, Julia",HLTH,China/Chinese people created COVID-19,"""virus gawa china""",@debbiebuu,debbie,booz,Identified,01/2011,420,334,PH,gawa daw tlga ng china ung virus 😭 i dont like this dinner conversation 😭🤡,They say that the virus is really made by China. 😭 I don't like this dinner conversation. 😭🤡,Text,13/04/2020 22:30:00,,Emotional,1,0,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",,,
12-49,09/03/2023 19:30:23,https://twitter.com/aronimac2/status/1238441849792000000,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""ncov"" ""gawa"" ""china""",@aronimac2,akototangaaaa,obb,Anonymous,08/2019,222,334,Green na Gate,Taena ncov lang tumagal na gawa ng china ah.,"Damn, ncov is the only thing made by China that lasted long.",Text,13/03/2020 20:28:00,,Emotional,14,1,1,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",Invalid location,,
12-50,09/03/2023 19:30:23,https://twitter.com/Bbermudez18/status/1312570890463268864,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""covid"" ""pakana"" ""china""",@Bbermudez18,random,Singer | Writer | Blessed | Sinner Saved By Grace | Matthew 14:28,Identified,03/2012,602,1063,,Gagawa ng vaccine si China para pagkakitaan. Sila may pakana ng COVID eh. Dapat libre to.,China is making a vaccine to profit from it. They are the ones behind COVID. It should be free.,Text,04/10/2020 9:51:00,,Emotional,17,2,5,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location,,
12-51,09/03/2023 19:30:23,https://twitter.com/carmelaloo08/status/1290083331783024640?s=20,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""covid gawa china""",@carmelaloo08,Carmela Tunay,"🏳️‍🌈📧 carmelatunay@gmail.com// Keep going, you'll get there.",Identified,12/2011,2474,276856,Makati City,"IT IS A GLOBAL THING THAT OTHER COUNTRIES MANAGED, BUT NOT US BC OF PPL LIKE U AND DUQUE SER.

And yes he did not import COVID, mga idol mo from China may gawa nyan shutaqa","It's a global issue that other countries have managed, but we haven't because of people like you and Duque. And yes, he did not import COVID. Your idols from China are the ones who made it, idiot.","Text, Reply",03/08/2020 8:33:00,,Emotional,63,0,13,1,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",,,
12-52,09/03/2023 19:30:23,https://twitter.com/EsmeraldoArrie1/status/1289295050417901570,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""covid made in china""",@EsmeraldoArrie1,Esmeraldo Arriesgado,,Identified,04/2020,7,0,,"Sabi meron na daw vaccine para sa covid 19 Kaso made in China. Magtitiwala pa ba tayo sa bansa na Ito ,matapos sa ginawa nya virus at ikalat sa buong Mundo .","They say there's already a vaccine for COVID-19, but it's made in China. Can we still trust this country after they created the virus and spread it throughout the world?",Text,01/08/2020 4:21:00,,Emotional,0,0,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location,,
12-53,09/03/2023 19:30:23,https://twitter.com/momma_angel09/status/1473486007773581315,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""covid gumawa china""",@momma_angel09,👼🏻AA👼🏻,"Shits happens but life goes on!!! 

IG : itsme_ANGHEL_",Anonymous,02/2011,318,168,Philippines,Ano ba China?? After nyo gumawa Ng COVID shuta Dinosaur naman 🤦🏻‍♀️🤦🏻‍♀️ ano gagawin nyo Jurassic park??,"What's up with China?? After creating COVID, now they're making dinosaurs 🤦🏻‍♀️🤦🏻‍♀️ What are they going to do next, Jurassic Park??","Text, Reply",22/12/2021 2:50:14,,Emotional,0,0,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",,,
12-54,09/03/2023 19:30:23,https://twitter.com/q_karyll/status/1445786771862654984,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""covid gumawa china""",@q_karyll,ZachiTheo_20,- 𝒔𝒖𝒊 𝒈𝒆𝒏𝒆𝒓𝒊𝒔 -,Identified,09/2021,26,6,,"Funget kasi ng China , kung ano ano pinaggagawang kagagahan sa buhay , gumawa pa ng covid . Bat niyo kasi sinabawan yung paniki mga bonak.","China is ugly, doing all kinds of stupid things in life, even creating COVID. Why did you have to eat bats, you idiots.",Text,07/10/2021 0:23:22,,Emotional,0,0,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location,,
12-55,09/03/2023 19:30:23,https://twitter.com/ac_20000102/status/1418420667892994054,12,"Tiangco, Andrei",HLTH,China/Chinese people created COVID-19,"""covid gumawa china""",@ac_20000102,🐈‍⬛,idgaf.,Anonymous,03/2021,192,251,,"China rejects WHO plan for the study of #COVID19 origin.
matic nayan kase nga sila gumawa ng virus sila lang din dapat ang gagawa ng gamot. more covid cases/deaths more money! awit.","China rejects the WHO plan for studying the origin of COVID-19. That's automatic because they made the virus, so they should be the ones making the cure. More COVID cases and deaths mean more money for them! Pathetic.",Text,23/07/2021 4:00:14,,Emotional,0,0,0,0,,,"Data from 2021 shows that more than 80 000 wildlife, livestock and poultry collected China had no indicators for COVID-19. Furthermore, some suspected positive samples were detected earlier than the first case in Wuhan. Additionally, laboratory origin of the pandemic was considered to be extremely unlikely.

https://www.who.int/publications/i/item/who-convened-global-study-of-origins-of-sars-cov-2-china-part",No location,,
